h   r   t   tau
Police (Australia)	Physically assault	Citizen (Australia)	2014-12-30
Police (Australia)	Physically assault	Citizen (Australia)	2014-02-21
Police (Australia)	Physically assault	Citizen (Australia)	2014-07-25
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-27
Police (Australia)	Physically assault	Citizen (Australia)	2014-02-03
Police (Australia)	Physically assault	Citizen (Australia)	2014-02-18
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-28
Company - Owner or Operator (India)	Physically assault	Citizen (India)	2014-08-29
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-24
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-05
Police (Australia)	Physically assault	Citizen (Australia)	2014-09-30
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-05
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-18
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-06
Police (Australia)	Physically assault	Criminal (Australia)	2014-09-26
Company - Owner or Operator (India)	Physically assault	Citizen (India)	2014-12-29
Company - Owner or Operator (India)	Physically assault	Citizen (India)	2014-01-26
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-05
Police (Australia)	Physically assault	Criminal (Australia)	2014-12-07
Police (Australia)	Physically assault	Criminal (Australia)	2014-12-09
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-02
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-09-27
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-17
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-09-29
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-28
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-27
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-07
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-06
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-11-18
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-12-11
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-10-01
Protester (Hong Kong)	Physically assault	Police (Hong Kong)	2014-11-19
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-04
Police (Australia)	Physically assault	Citizen (Australia)	2014-09-19
Thief (India)	Physically assault	Citizen (India)	2014-11-09
Children (Palestinian Territory, Occupied)	Physically assault	Police (Israel)	2014-10-31
Thief (India)	Physically assault	Citizen (India)	2014-09-17
Thief (India)	Physically assault	Citizen (India)	2014-10-19
Thief (India)	Physically assault	Citizen (India)	2014-04-18
Thief (India)	Physically assault	Citizen (India)	2014-05-21
Police (Australia)	Physically assault	Citizen (Australia)	2014-10-02
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-23
Police (Australia)	Physically assault	Citizen (Australia)	2014-09-24
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-16
Police (Saudi Arabia)	Physically assault	Citizen (Saudi Arabia)	2014-02-03
Police (Australia)	Physically assault	Citizen (Australia)	2014-03-29
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-06
Police (Australia)	Physically assault	Citizen (Australia)	2014-12-08
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-18
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-24
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-14
Police (Australia)	Physically assault	Citizen (Australia)	2014-12-14
Police (Australia)	Physically assault	Citizen (Australia)	2014-06-23
Police (Australia)	Physically assault	Citizen (Australia)	2014-10-08
Police (Australia)	Physically assault	Criminal (Australia)	2014-11-26
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-14
Police (Australia)	Physically assault	Citizen (Australia)	2014-07-08
Police (Australia)	Physically assault	Citizen (Australia)	2014-12-22
Police (Saudi Arabia)	Physically assault	Citizen (Saudi Arabia)	2014-11-05
Military Personnel - Special (India)	Physically assault	Citizen (India)	2014-02-26
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-14
Police (Australia)	Physically assault	Criminal (Australia)	2014-09-19
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-05
Police (Australia)	Physically assault	Criminal (Australia)	2014-07-23
Police (Australia)	Physically assault	Citizen (Australia)	2014-02-22
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-06
Police (Australia)	Physically assault	Citizen (Australia)	2014-09-17
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-11
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-10
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-30
Police (Ukraine)	Physically assault	Rioter (Ukraine)	2014-10-14
Military Personnel - Special (India)	Physically assault	Citizen (India)	2014-11-21
Police (Saudi Arabia)	Physically assault	Citizen (Saudi Arabia)	2014-11-08
Police (Australia)	Physically assault	Citizen (Australia)	2014-03-09
Military Personnel - Special (India)	Physically assault	Citizen (India)	2014-12-21
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-10
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-21
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-03-26
Police (Australia)	Physically assault	Citizen (Australia)	2014-03-30
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-14
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-28
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-01-02
Military Personnel - Special (India)	Physically assault	Citizen (India)	2014-04-21
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-24
Israeli Defense Forces	Physically assault	Children (Palestinian Territory, Occupied)	2014-03-24
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-09
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-19
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-26
Thief (India)	Physically assault	Citizen (India)	2014-02-03
Police (Australia)	Physically assault	Citizen (Australia)	2014-05-13
Police (Australia)	Physically assault	Citizen (Australia)	2014-11-19
Police (Australia)	Physically assault	Citizen (Australia)	2014-03-05
Police (Australia)	Physically assault	Citizen (Australia)	2014-07-10
Police (Australia)	Physically assault	Citizen (Australia)	2014-08-15
Police (Australia)	Physically assault	Citizen (Australia)	2014-01-15
Police (Australia)	Physically assault	Criminal (Australia)	2014-10-22
South Korea	Engage in diplomatic cooperation	Japan	2014-05-31
Japan	Engage in diplomatic cooperation	South Korea	2014-11-16
China	Engage in diplomatic cooperation	Vietnam	2014-06-18
Iran	Engage in diplomatic cooperation	Iraq	2014-06-18
Iraq	Engage in diplomatic cooperation	Iran	2014-12-11
China	Engage in diplomatic cooperation	Japan	2014-11-14
China	Engage in diplomatic cooperation	South Korea	2014-11-10
Iraq	Engage in diplomatic cooperation	Iran	2014-10-25
China	Engage in diplomatic cooperation	South Korea	2014-11-17
Iraq	Engage in diplomatic cooperation	Iran	2014-11-26
Japan	Engage in diplomatic cooperation	South Korea	2014-12-29
China	Engage in diplomatic cooperation	New Zealand	2014-11-13
Oman	Engage in diplomatic cooperation	Iran	2014-03-13
Iraq	Engage in diplomatic cooperation	Iran	2014-09-28
Association of Southeast Asian Nations	Engage in diplomatic cooperation	Japan	2014-11-12
South Africa	Engage in diplomatic cooperation	China	2014-11-13
Afghanistan	Engage in diplomatic cooperation	North Atlantic Treaty Organization	2014-12-12
Iran	Engage in diplomatic cooperation	Kuwait	2014-06-05
Iran	Engage in diplomatic cooperation	Iraq	2014-02-26
South Korea	Engage in diplomatic cooperation	Japan	2014-12-29
Iran	Engage in diplomatic cooperation	Mexico	2014-09-17
Iraq	Engage in diplomatic cooperation	Iran	2014-05-18
South Africa	Engage in diplomatic cooperation	China	2014-12-05
Abdullah Abdullah	Engage in diplomatic cooperation	Ashraf Ghani Ahmadzai	2014-09-29
China	Engage in diplomatic cooperation	Iran	2014-01-23
Iraq	Engage in diplomatic cooperation	Iran	2014-09-24
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-05-21
Iraq	Engage in diplomatic cooperation	Iran	2014-10-22
Iran	Engage in diplomatic cooperation	Iraq	2014-12-30
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-05-18
Iran	Engage in diplomatic cooperation	Iraq	2014-06-26
China	Engage in diplomatic cooperation	South Korea	2014-05-20
Japan	Engage in diplomatic cooperation	China	2014-08-11
China	Engage in diplomatic cooperation	Afghanistan	2014-07-18
China	Engage in diplomatic cooperation	Japan	2014-05-15
Iran	Engage in diplomatic cooperation	Iraq	2014-06-24
China	Engage in diplomatic cooperation	Japan	2014-11-11
Iran	Engage in diplomatic cooperation	Iraq	2014-12-26
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-06-26
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-09-01
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-11-24
Japan	Engage in diplomatic cooperation	China	2014-01-10
Iran	Engage in diplomatic cooperation	Iraq	2014-07-02
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-04-23
Malaysia	Engage in diplomatic cooperation	China	2014-10-05
China	Engage in diplomatic cooperation	South Korea	2014-11-15
Afghanistan	Engage in diplomatic cooperation	Iran	2014-08-18
Japan	Engage in diplomatic cooperation	Vietnam	2014-06-01
France	Engage in diplomatic cooperation	Iran	2014-01-08
Iran	Engage in diplomatic cooperation	Iraq	2014-12-30
Assemblies (Nigeria)	Engage in diplomatic cooperation	Government (Nigeria)	2014-11-12
Iran	Engage in diplomatic cooperation	Iraq	2014-08-28
Malaysia	Engage in diplomatic cooperation	China	2014-06-05
France	Engage in diplomatic cooperation	Morocco	2014-04-29
China	Engage in diplomatic cooperation	Angola	2014-05-09
China	Engage in diplomatic cooperation	Afghanistan	2014-10-31
Ethiopia	Engage in diplomatic cooperation	China	2014-05-07
Business (Iran)	Engage in diplomatic cooperation	Iran	2014-05-07
France	Engage in diplomatic cooperation	Iran	2014-09-22
Iran	Engage in diplomatic cooperation	Iraq	2014-09-28
Tajikistan	Engage in diplomatic cooperation	Afghanistan	2014-12-25
Iran	Engage in diplomatic cooperation	France	2014-09-12
Japan	Engage in diplomatic cooperation	South Korea	2014-07-28
South Korea	Engage in diplomatic cooperation	Japan	2014-11-11
France	Engage in diplomatic cooperation	Iran	2014-11-20
China	Engage in diplomatic cooperation	Japan	2014-09-01
Japan	Engage in diplomatic cooperation	South Korea	2014-02-18
Japan	Engage in diplomatic cooperation	South Korea	2014-11-11
Iran	Engage in diplomatic cooperation	France	2014-11-21
China	Engage in diplomatic cooperation	Iran	2014-06-03
Japan	Engage in diplomatic cooperation	South Korea	2014-03-20
China	Engage in diplomatic cooperation	Japan	2014-10-21
Business (Iran)	Engage in diplomatic cooperation	Iran	2014-05-09
Japan	Engage in diplomatic cooperation	South Korea	2014-07-02
Japan	Engage in diplomatic cooperation	South Korea	2014-08-25
China	Engage in diplomatic cooperation	Japan	2014-01-22
Iran	Engage in diplomatic cooperation	Iraq	2014-06-19
China	Engage in diplomatic cooperation	Japan	2014-12-23
Japan	Engage in diplomatic cooperation	China	2014-11-14
China	Engage in diplomatic cooperation	Japan	2014-09-02
Association of Southeast Asian Nations	Engage in diplomatic cooperation	Vietnam	2014-08-11
South Korea	Engage in diplomatic cooperation	Japan	2014-01-22
China	Engage in diplomatic cooperation	Japan	2014-01-15
Abdullah Abdullah	Engage in diplomatic cooperation	Ashraf Ghani Ahmadzai	2014-06-06
Iran	Engage in diplomatic cooperation	Iraq	2014-07-06
Iraq	Engage in diplomatic cooperation	Iran	2014-09-12
Japan	Engage in diplomatic cooperation	South Korea	2014-01-21
Iran	Engage in diplomatic cooperation	France	2014-11-24
China	Engage in diplomatic cooperation	Japan	2014-01-24
China	Engage in diplomatic cooperation	Afghanistan	2014-04-06
Iran	Engage in diplomatic cooperation	Iraq	2014-12-09
Iraq	Engage in diplomatic cooperation	Iran	2014-05-08
China	Engage in diplomatic cooperation	Angola	2014-12-23
South Korea	Engage in diplomatic cooperation	Japan	2014-03-18
South Korea	Engage in diplomatic cooperation	Japan	2014-08-30
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-06-17
Barack Obama	Engage in diplomatic cooperation	UN Security Council	2014-09-25
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-07-18
South Korea	Engage in diplomatic cooperation	Japan	2014-06-23
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-03-11
China	Engage in diplomatic cooperation	Afghanistan	2014-02-23
China	Engage in diplomatic cooperation	Japan	2014-12-15
South Korea	Engage in diplomatic cooperation	Japan	2014-02-11
China	Engage in diplomatic cooperation	South Korea	2014-07-28
China	Engage in diplomatic cooperation	Japan	2014-04-17
China	Engage in diplomatic cooperation	Japan	2014-07-15
Iran	Engage in diplomatic cooperation	Qatar	2014-03-12
France	Engage in diplomatic cooperation	Iran	2014-11-26
China	Engage in diplomatic cooperation	Japan	2014-08-27
China	Engage in diplomatic cooperation	Japan	2014-05-06
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-09-01
Japan	Engage in diplomatic cooperation	South Korea	2014-11-21
Japan	Engage in diplomatic cooperation	South Korea	2014-07-19
China	Engage in diplomatic cooperation	Iran	2014-04-17
South Korea	Engage in diplomatic cooperation	Japan	2014-07-18
Iran	Engage in diplomatic cooperation	France	2014-12-16
Japan	Engage in diplomatic cooperation	China	2014-11-08
Kuwait	Engage in diplomatic cooperation	Iran	2014-09-20
China	Engage in diplomatic cooperation	Japan	2014-09-06
China	Engage in diplomatic cooperation	Japan	2014-11-08
South Korea	Engage in diplomatic cooperation	Japan	2014-02-25
Mexico	Engage in diplomatic cooperation	Iran	2014-01-13
Abdullah Abdullah	Engage in diplomatic cooperation	Ashraf Ghani Ahmadzai	2014-09-17
Japan	Engage in diplomatic cooperation	China	2014-06-30
South Korea	Engage in diplomatic cooperation	Japan	2014-04-13
China	Engage in diplomatic cooperation	South Korea	2014-09-06
Japan	Engage in diplomatic cooperation	South Korea	2014-03-16
Iran	Engage in diplomatic cooperation	France	2014-09-04
South Korea	Engage in diplomatic cooperation	Japan	2014-12-29
Malaysia	Engage in diplomatic cooperation	China	2014-05-04
Mexico	Engage in diplomatic cooperation	Iran	2014-01-10
China	Engage in diplomatic cooperation	South Korea	2014-05-22
Japan	Engage in diplomatic cooperation	South Korea	2014-11-23
Iran	Engage in diplomatic cooperation	Oman	2014-03-13
Iran	Engage in diplomatic cooperation	Iraq	2014-12-03
Japan	Engage in diplomatic cooperation	Vietnam	2014-06-02
South Korea	Engage in diplomatic cooperation	Japan	2014-07-12
China	Engage in diplomatic cooperation	South Korea	2014-09-11
Japan	Engage in diplomatic cooperation	South Korea	2014-11-20
Japan	Engage in diplomatic cooperation	South Korea	2014-04-03
China	Engage in diplomatic cooperation	South Korea	2014-11-03
South Korea	Engage in diplomatic cooperation	Japan	2014-05-15
Government (Nigeria)	Engage in diplomatic cooperation	Citizen (Nigeria)	2014-05-26
Japan	Engage in diplomatic cooperation	South Korea	2014-10-02
Business (Iran)	Engage in diplomatic cooperation	Iran	2014-09-17
Abdullah Abdullah	Engage in diplomatic cooperation	Ashraf Ghani Ahmadzai	2014-07-10
Business (Iran)	Engage in diplomatic cooperation	Iran	2014-08-02
China	Engage in diplomatic cooperation	Iran	2014-03-21
Business (Iran)	Engage in diplomatic cooperation	Iran	2014-02-04
Iran	Engage in diplomatic cooperation	Iraq	2014-12-07
Afghanistan	Engage in diplomatic cooperation	Iran	2014-02-19
Japan	Engage in diplomatic cooperation	South Korea	2014-03-28
Vietnam	Engage in diplomatic cooperation	Japan	2014-06-04
Japan	Engage in diplomatic cooperation	China	2014-11-06
Iraq	Engage in diplomatic cooperation	Iran	2014-06-18
China	Engage in diplomatic cooperation	Iran	2014-12-04
South Korea	Engage in diplomatic cooperation	Japan	2014-06-20
China	Engage in diplomatic cooperation	Thailand	2014-12-24
China	Engage in diplomatic cooperation	South Korea	2014-07-20
Japan	Engage in diplomatic cooperation	South Korea	2014-07-27
Iran	Engage in diplomatic cooperation	France	2014-09-25
China	Engage in diplomatic cooperation	South Korea	2014-04-28
China	Engage in diplomatic cooperation	South Korea	2014-06-17
Japan	Engage in diplomatic cooperation	China	2014-12-27
